Date,Close
1988-01-04,717.94
1988-01-05,728.86
1988-01-06,732.5899999999999
1988-01-07,738.8
1988-01-08,705.74
1988-01-11,706.21
1988-01-12,698.65
1988-01-13,699.81
1988-01-14,701.8599999999999
1988-01-15,715.82
1988-01-18,716.43
1988-01-19,714.1600000000001
1988-01-20,698.0899999999999
1988-01-21,699.07
1988-01-22,706.89
1988-01-25,716.3499999999999
1988-01-26,712.02
1988-01-27,712.5500000000001
1988-01-28,720.0
1988-01-29,727.01
1988-02-01,726.96
1988-02-02,728.71
1988-02-03,721.29
1988-02-04,722.42
1988-02-05,722.53
1988-02-08,718.86
1988-02-09,722.24
1988-02-10,733.12
1988-02-11,734.98
1988-02-12,740.1400000000001
1988-02-16,744.43
1988-02-17,744.73
1988-02-18,744.0799999999999
1988-02-19,749.94
1988-02-22,758.01
1988-02-23,758.64
1988-02-24,760.9499999999999
1988-02-25,759.19
1988-02-26,760.0299999999999
1988-02-29,770.92
1988-03-01,770.78
1988-03-02,775.74
1988-03-03,777.63
1988-03-04,778.76
1988-03-07,780.94
1988-03-08,786.6899999999999
1988-03-09,791.0
1988-03-10,781.15
1988-03-11,781.0300000000001
1988-03-14,783.91
1988-03-15,783.6700000000001
1988-03-16,789.06
1988-03-17,794.6100000000001
1988-03-18,795.44
1988-03-21,789.3000000000001
1988-03-22,790.99
1988-03-23,792.0799999999999
1988-03-24,780.3800000000001
1988-03-25,771.39
1988-03-28,767.6700000000001
1988-03-29,773.43
1988-03-30,769.9
1988-03-31,775.64
1988-04-04,768.39
1988-04-05,772.63
1988-04-06,785.3000000000001
1988-04-07,787.9399999999999
1988-04-08,795.33
1988-04-11,797.3500000000001
1988-04-12,800.0899999999999
1988-04-13,800.1800000000001
1988-04-14,775.92
1988-04-15,774.79
1988-04-18,776.4
1988-04-19,777.3699999999999
1988-04-20,772.03
1988-04-21,770.88
1988-04-22,775.8399999999999
1988-04-25,780.06
1988-04-26,784.85
1988-04-27,786.15
1988-04-28,785.48
1988-04-29,785.54
1988-05-02,785.99
1988-05-03,790.52
1988-05-04,787.1400000000001
1988-05-05,783.0699999999999
1988-05-06,781.52
1988-05-09,776.5500000000001
1988-05-10,776.36
1988-05-11,763.48
1988-05-12,765.3399999999999
1988-05-13,771.4499999999999
1988-05-16,774.29
1988-05-17,769.44
1988-05-18,758.27
1988-05-19,758.47
1988-05-20,759.17
1988-05-23,753.3299999999999
1988-05-24,758.1700000000001
1988-05-25,759.25
1988-05-26,762.21
1988-05-27,760.21
1988-05-31,773.83
1988-06-01,784.36
1988-06-02,782.8299999999999
1988-06-03,786.8499999999999
1988-06-06,790.53
1988-06-07,788.6800000000001
1988-06-08,800.65
1988-06-09,801.3499999999999
1988-06-10,804.65
1988-06-13,805.55
1988-06-14,810.6899999999999
1988-06-15,811.68
1988-06-16,804.24
1988-06-17,804.7299999999999
1988-06-20,802.1800000000001
1988-06-21,807.08
1988-06-22,814.7900000000001
1988-06-23,814.77
1988-06-24,814.61
1988-06-27,806.8
1988-06-28,813.5
1988-06-29,812.24
1988-06-30,819.5
1988-07-01,817.51
1988-07-05,823.19
1988-07-06,818.53
1988-07-07,818.3299999999999
1988-07-08,815.4799999999999
1988-07-11,815.86
1988-07-12,812.08
1988-07-13,813.6000000000001
1988-07-14,816.11
1988-07-15,818.4699999999999
1988-07-18,816.7299999999999
1988-07-19,810.46
1988-07-20,812.7
1988-07-21,805.92
1988-07-22,800.42
1988-07-25,801.22
1988-07-26,800.6
1988-07-27,794.5699999999999
1988-07-28,799.08
1988-07-29,809.2099999999999
1988-08-01,810.71
1988-08-02,810.49
1988-08-03,812.15
1988-08-04,811.4799999999999
1988-08-05,809.1599999999999
1988-08-08,807.7900000000001
1988-08-09,799.6200000000001
1988-08-10,787.26
1988-08-11,788.53
1988-08-12,788.5
1988-08-15,778.15
1988-08-16,781.8299999999999
1988-08-17,782.35
1988-08-18,783.73
1988-08-19,783.3199999999999
1988-08-22,774.94
1988-08-23,774.5899999999999
1988-08-24,782.0799999999999
1988-08-25,777.4200000000001
1988-08-26,778.53
1988-08-29,783.42
1988-08-30,784.15
1988-08-31,783.86
1988-09-01,775.9100000000001
1988-09-02,786.46
1988-09-06,788.62
1988-09-07,789.94
1988-09-08,792.2299999999999
1988-09-09,795.6700000000001
1988-09-12,795.82
1988-09-13,797.2099999999999
1988-09-14,801.03
1988-09-15,798.5699999999999
1988-09-16,802.5799999999999
1988-09-19,800.07
1988-09-20,801.78
1988-09-21,802.89
1988-09-22,801.6999999999999
1988-09-23,802.59
1988-09-26,798.8100000000001
1988-09-27,797.24
1988-09-28,799.37
1988-09-29,806.69
1988-09-30,808.7
1988-10-03,803.6800000000001
1988-10-04,802.5899999999999
1988-10-05,804.44
1988-10-06,805.8399999999999
1988-10-07,812.37
1988-10-10,812.35
1988-10-11,811.73
1988-10-12,804.53
1988-10-13,806.69
1988-10-14,808.3
1988-10-17,809.5600000000001
1988-10-18,814.3900000000001
1988-10-19,811.38
1988-10-20,820.63
1988-10-21,821.21
1988-10-24,818.14
1988-10-25,816.9300000000001
1988-10-26,814.7199999999999
1988-10-27,805.7499999999999
1988-10-28,808.4999999999999
1988-10-31,808.72
1988-11-01,808.6700000000001
1988-11-02,807.83
1988-11-03,809.13
1988-11-04,803.56
1988-11-07,795.19
1988-11-08,799.22
1988-11-09,795.8299999999999
1988-11-10,797.0999999999999
1988-11-11,785.39
1988-11-14,783.03
1988-11-15,783.44
1988-11-16,772.9300000000001
1988-11-17,772.71
1988-11-18,774.9300000000001
1988-11-21,771.27
1988-11-22,772.4799999999999
1988-11-23,777.2099999999999
1988-11-25,773.77
1988-11-28,774.83
1988-11-29,779.76
1988-11-30,787.21
1988-12-01,788.95
1988-12-02,788.48
1988-12-05,793.98
1988-12-06,798.52
1988-12-07,798.54
1988-12-08,795.54
