Date,Close
1989-01-03,800.7
1989-01-04,810.62
1989-01-05,812.56
1989-01-06,815.2
1989-01-09,815.88
1989-01-10,814.21
1989-01-11,816.5799999999999
1989-01-12,819.98
1989-01-13,820.9000000000001
1989-01-16,821.49
1989-01-17,819.3500000000001
1989-01-18,826.26
1989-01-19,829.3
1989-01-20,829.7299999999999
1989-01-23,825.45
1989-01-24,831.9300000000001
1989-01-25,834.92
1989-01-26,841.31
1989-01-27,844.7399999999999
1989-01-30,847.21
1989-01-31,852.62
1989-02-01,854.67
1989-02-02,856.98
1989-02-03,859.06
1989-02-06,857.62
1989-02-07,865.67
1989-02-08,863.65
1989-02-09,859.02
1989-02-10,849.49
1989-02-13,848.54
1989-02-14,848.79
1989-02-15,854.0
1989-02-16,856.8
1989-02-17,861.03
1989-02-21,859.15
1989-02-22,848.8000000000001
1989-02-23,850.5600000000001
1989-02-24,841.38
1989-02-27,840.6800000000001
1989-02-28,843.1199999999999
1989-03-01,841.58
1989-03-02,848.1300000000001
1989-03-03,851.5
1989-03-06,858.35
1989-03-07,857.5999999999999
1989-03-08,858.38
1989-03-09,857.4300000000001
1989-03-10,856.53
1989-03-13,859.9000000000001
1989-03-14,858.87
1989-03-15,862.0000000000001
1989-03-16,868.2
1989-03-17,851.6
1989-03-20,843.72
1989-03-21,849.29
1989-03-22,847.12
1989-03-23,845.89
1989-03-27,847.0500000000001
1989-03-28,850.76
1989-03-29,852.8499999999999
1989-03-30,853.88
1989-03-31,859.4699999999999
1989-04-03,862.3799999999999
1989-04-04,860.48
1989-04-05,863.06
1989-04-06,861.89
1989-04-07,867.13
1989-04-10,867.6700000000001
1989-04-11,872.32
1989-04-12,875.9000000000001
1989-04-13,870.8299999999999
1989-04-14,880.6899999999999
1989-04-17,880.97
1989-04-18,889.01
1989-04-19,891.51
1989-04-20,890.2800000000001
1989-04-21,896.72
1989-04-24,895.18
1989-04-25,892.73
1989-04-26,893.93
1989-04-27,900.06
1989-04-28,901.9200000000001
1989-05-01,900.9200000000001
1989-05-02,900.6700000000001
1989-05-03,901.74
1989-05-04,902.14
1989-05-05,904.03
1989-05-08,900.53
1989-05-09,899.5
1989-05-10,901.0400000000001
1989-05-11,903.5999999999999
1989-05-12,915.76
1989-05-15,919.6800000000001
1989-05-16,918.23
1989-05-17,924.25
1989-05-18,926.76
1989-05-19,932.98
1989-05-22,933.3
1989-05-23,927.5799999999999
