Date,Close
2006-01-03,4196.59
2006-01-04,4226.17
2006-01-05,4242.12
2006-01-06,4290.46
2006-01-09,4315.08
2006-01-10,4321.0
2006-01-11,4336.73
2006-01-12,4309.54
2006-01-13,4313.09
2006-01-17,4289.24
2006-01-18,4261.349999999999
2006-01-19,4301.79
2006-01-20,4213.79
2006-01-23,4220.11
2006-01-24,4250.129999999999
2006-01-25,4241.78
2006-01-26,4285.3099999999995
2006-01-27,4320.17
2006-01-30,4322.84
2006-01-31,4319.1
2006-02-01,4328.5
2006-02-02,4278.66
2006-02-03,4250.83
2006-02-06,4251.71
2006-02-07,4216.92
2006-02-08,4253.79
2006-02-09,4237.8099999999995
2006-02-10,4246.0
2006-02-13,4213.2
2006-02-14,4257.4
2006-02-15,4281.53
2006-02-16,4315.93
2006-02-17,4300.540000000001
2006-02-21,4272.7699999999995
2006-02-22,4309.37
2006-02-23,4299.56
2006-02-24,4313.070000000001
2006-02-27,4341.929999999999
2006-02-28,4292.6900000000005
2006-03-01,4348.2300000000005
2006-03-02,4340.41
2006-03-03,4328.27
2006-03-06,4295.45
2006-03-07,4265.32
2006-03-08,4267.77
2006-03-09,4240.23
2006-03-10,4269.8
2006-03-13,4279.200000000001
2006-03-14,4329.4800000000005
2006-03-15,4357.8
2006-03-16,4348.68
2006-03-17,4359.82
2006-03-20,4364.81
2006-03-21,4327.56
2006-03-22,4353.24
2006-03-23,4349.42
2006-03-24,4369.6
2006-03-27,4371.219999999999
2006-03-28,4348.96
2006-03-29,4404.84
2006-03-30,4403.66
2006-03-31,4399.8
2006-04-03,4393.7699999999995
2006-04-04,4413.61
2006-04-05,4437.57
2006-04-06,4436.4400000000005
2006-04-07,4390.65
2006-04-10,4382.84
2006-04-11,4339.03
2006-04-12,4350.57
2006-04-13,4366.34
2006-04-17,4345.96
2006-04-18,4433.23
2006-04-19,4459.2300000000005
2006-04-20,4448.68
2006-04-21,4426.26
2006-04-24,4407.63
2006-04-25,4396.86
2006-04-26,4404.27
2006-04-27,4416.07
2006-04-28,4397.72
2006-05-01,4371.1
2006-05-02,4390.66
2006-05-03,4379.82
2006-05-04,4410.87
2006-05-05,4450.16
2006-05-08,4451.25
2006-05-09,4444.110000000001
2006-05-10,4419.53
2006-05-11,4336.09
2006-05-12,4277.42
2006-05-15,4270.66
2006-05-16,4258.68
2006-05-17,4191.97
2006-05-18,4160.6
2006-05-19,4183.45
2006-05-22,4150.18
2006-05-23,4126.63
2006-05-24,4139.01
2006-05-25,4196.7
2006-05-26,4220.08
2006-05-30,4135.65
2006-05-31,4169.9800000000005
2006-06-01,4242.07
2006-06-02,4245.08
2006-06-05,4148.83
2006-06-06,4137.59
2006-06-07,4114.7300000000005
2006-06-08,4109.78
2006-06-09,4088.7499999999995
2006-06-12,4011.9500000000003
2006-06-13,3968.88
2006-06-14,3993.13
2006-06-15,4101.360000000001
2006-06-16,4074.56
2006-06-19,4031.3100000000004
2006-06-20,4024.68
2006-06-21,4084.0699999999997
2006-06-22,4056.62
2006-06-23,4056.1099999999997
2006-06-26,4082.87
2006-06-27,4026.39
2006-06-28,4045.88
2006-06-29,4161.57
2006-06-30,4166.96
2006-07-03,4201.42
2006-07-05,4144.1
2006-07-06,4149.81
2006-07-07,4104.84
2006-07-10,4093.3499999999995
2006-07-11,4115.68
2006-07-12,4050.0099999999998
2006-07-13,3983.6800000000003
2006-07-14,3954.79
2006-07-17,3949.9
2006-07-18,3961.72
2006-07-19,4042.86
2006-07-20,3972.1600000000003
2006-07-21,3932.6200000000003
2006-07-24,4013.51
2006-07-25,4040.2200000000003
2006-07-26,4033.3100000000004
2006-07-27,4003.36
2006-07-28,4072.7199999999993
2006-07-31,4068.69
2006-08-01,4022.7999999999997
2006-08-02,4053.03
2006-08-03,4076.9900000000002
2006-08-04,4065.67
2006-08-07,4044.3199999999997
2006-08-08,4019.8
2006-08-09,4007.2800000000007
2006-08-10,4029.8199999999997
2006-08-11,4003.49
2006-08-14,4018.98
2006-08-15,4098.42
2006-08-16,4152.360000000001
2006-08-17,4165.87
2006-08-18,4177.93
2006-08-21,4150.6
2006-08-22,4156.6
2006-08-23,4126.07
2006-08-24,4131.89
2006-08-25,4134.62
2006-08-28,4169.129999999999
2006-08-29,4191.43
2006-08-30,4211.68
2006-08-31,4208.099999999999
2006-09-01,4225.73
2006-09-05,4246.46
2006-09-06,4180.14
2006-09-07,4155.78
2006-09-08,4173.25
2006-09-11,4180.36
2006-09-12,4253.3
2006-09-13,4276.44
2006-09-14,4272.610000000001
2006-09-15,4284.71
2006-09-18,4285.77
2006-09-19,4265.13
2006-09-20,4312.549999999999
2006-09-21,4282.91
2006-09-22,4252.34
2006-09-25,4302.53
2006-09-26,4327.3
2006-09-27,4332.5199999999995
2006-09-28,4341.46
2006-09-29,4319.87
2006-10-02,4287.73
2006-10-03,4296.110000000001
2006-10-04,4374.629999999999
2006-10-05,4402.64
2006-10-06,4389.389999999999
2006-10-09,4407.0
2006-10-10,4414.73
2006-10-11,4399.93
2006-10-12,4466.099999999999
2006-10-13,4485.5599999999995
2006-10-16,4502.38
2006-10-17,4473.91
2006-10-18,4466.349999999999
2006-10-19,4475.29
2006-10-20,4473.03
2006-10-23,4496.1
2006-10-24,4484.650000000001
2006-10-25,4505.96
2006-10-26,4544.219999999999
2006-10-27,4493.8
2006-10-30,4512.0599999999995
2006-10-31,4511.49
2006-11-01,4454.3099999999995
2006-11-02,4451.48
2006-11-03,4447.82
2006-11-06,4508.8099999999995
2006-11-07,4523.110000000001
2006-11-08,4540.5
2006-11-09,4516.4
2006-11-10,4539.7699999999995
2006-11-13,4563.21
2006-11-14,4608.9400000000005
2006-11-15,4631.28
2006-11-16,4639.57
2006-11-17,4635.530000000001
2006-11-20,4643.84
2006-11-21,4649.82
2006-11-22,4664.98
2006-11-24,4653.49
2006-11-27,4559.99
2006-11-28,4574.15
2006-11-29,4615.87
2006-11-30,4618.52
2006-12-01,4591.09
2006-12-04,4653.36
2006-12-05,4664.56
2006-12-06,4654.700000000001
2006-12-07,4627.27
2006-12-08,4639.76
2006-12-11,4648.97
2006-12-12,4631.57
2006-12-13,4634.37
2006-12-14,4673.56
2006-12-15,4677.0
2006-12-18,4640.07
2006-12-19,4637.200000000001
2006-12-20,4636.700000000001
2006-12-21,4617.049999999999
2006-12-22,4592.759999999999
2006-12-26,4618.58
2006-12-27,4655.789999999999
2006-12-28,4644.780000000001
2006-12-29,4621.25
2007-01-03,4627.179999999999
2007-01-04,4661.719999999999
2007-01-05,4619.83
2007-01-08,4628.03
2007-01-09,4634.2699999999995
2007-01-10,4653.05
2007-01-11,4697.12
2007-01-12,4727.81
2007-01-16,4721.16
2007-01-17,4698.8099999999995
2007-01-18,4647.79
2007-01-19,4666.97
2007-01-22,4631.9800000000005
2007-01-23,4644.78
2007-01-24,4700.4400000000005
2007-01-25,4642.33
2007-01-26,4645.81
2007-01-29,4654.81
2007-01-30,4675.43
2007-01-31,4702.51
2007-02-01,4722.09
2007-02-02,4733.6900000000005
2007-02-05,4724.280000000001
2007-02-06,4729.9
2007-02-07,4756.72
2007-02-08,4753.37
2007-02-09,4704.99
2007-02-12,4689.54
2007-02-13,4716.67
2007-02-14,4757.67
2007-02-15,4769.34
2007-02-16,4770.0
2007-02-20,4798.83
2007-02-21,4803.38
2007-02-22,4810.76
2007-02-23,4792.93
2007-02-26,4777.58
2007-02-27,4599.56
2007-02-28,4616.27
2007-03-01,4598.41
2007-03-02,4530.610000000001
2007-03-05,4474.86
2007-03-06,4559.43
2007-03-07,4542.509999999999
2007-03-08,4570.76
2007-03-09,4575.51
2007-03-12,4597.889999999999
2007-03-13,4497.64
2007-03-14,4534.59
2007-03-15,4554.589999999999
2007-03-16,4538.379999999999
2007-03-19,4583.5199999999995
2007-03-20,4612.75
2007-03-21,4698.43
2007-03-22,4694.33
2007-03-23,4694.55
2007-03-26,4702.07
2007-03-27,4668.4
2007-03-28,4631.73
2007-03-29,4639.35
2007-03-30,4643.21
2007-04-02,4650.030000000001
2007-04-03,4699.87
2007-04-04,4708.85
2007-04-05,4728.450000000001
2007-04-09,4725.43
2007-04-10,4740.51
2007-04-11,4706.42
2007-04-12,4743.17
2007-04-13,4764.17
2007-04-16,4818.1
2007-04-17,4817.389999999999
2007-04-18,4807.38
2007-04-19,4795.4
2007-04-20,4839.599999999999
2007-04-23,4832.150000000001
2007-04-24,4831.3099999999995
2007-04-25,4875.38
2007-04-26,4882.51
2007-04-27,4880.98
2007-04-30,4822.03
2007-05-01,4834.08
2007-05-02,4882.22
2007-05-03,4896.72
2007-05-04,4910.65
2007-05-07,4912.3
2007-05-08,4910.37
2007-05-09,4923.6900000000005
2007-05-10,4843.84
2007-05-11,4897.61
2007-05-14,4871.92
2007-05-15,4840.66
2007-05-16,4881.76
2007-05-17,4867.77
2007-05-18,4904.86
2007-05-21,4937.539999999999
2007-05-22,4952.0599999999995
2007-05-23,4935.87
2007-05-24,4869.2300000000005
2007-05-25,4902.85
2007-05-29,4927.7
2007-05-30,4966.17
2007-05-31,4982.32
2007-06-01,5003.71
2007-06-04,5012.56
2007-06-05,4990.43
2007-06-06,4945.7699999999995
2007-06-07,4857.42
2007-06-08,4916.52
2007-06-11,4914.45
2007-06-12,4864.49
2007-06-13,4930.5199999999995
2007-06-14,4959.5
2007-06-15,5007.8099999999995
2007-06-18,5003.929999999999
2007-06-19,5008.8
2007-06-20,4948.9800000000005
2007-06-21,4978.959999999999
2007-06-22,4926.27
2007-06-25,4902.28
2007-06-26,4893.18
2007-06-27,4950.15
2007-06-28,4953.12
2007-06-29,4940.28
2007-07-02,4996.790000000001
2007-07-03,5018.0199999999995
2007-07-05,5032.18
2007-07-06,5049.26
2007-07-09,5055.11
2007-07-10,4986.76
2007-07-11,5010.52
2007-07-12,5104.610000000001
2007-07-13,5115.27
2007-07-16,5095.320000000001
2007-07-17,5111.55
2007-07-18,5091.57
2007-07-19,5124.97
2007-07-20,5058.139999999999
2007-07-23,5067.7699999999995
2007-07-24,4962.759999999999
2007-07-25,4978.76
2007-07-26,4873.48
2007-07-27,4799.0199999999995
2007-07-30,4841.42
2007-07-31,4777.66
2007-08-01,4797.599999999999
2007-08-02,4832.17
2007-08-03,4699.73
2007-08-06,4781.39
2007-08-07,4812.44
2007-08-08,4906.13
2007-08-09,4794.45
2007-08-10,4787.3099999999995
2007-08-13,4774.969999999999
2007-08-14,4688.53
2007-08-15,4617.07
2007-08-16,4631.17
2007-08-17,4737.0
2007-08-20,4741.59
2007-08-21,4756.8
2007-08-22,4815.43
2007-08-23,4792.45
2007-08-24,4854.99
2007-08-27,4817.49
2007-08-28,4700.83
2007-08-29,4814.24
2007-08-30,4806.05
2007-08-31,4863.21
2007-09-04,4920.35
2007-09-05,4868.7
2007-09-06,4885.79
2007-09-07,4795.04
2007-09-10,4780.620000000001
2007-09-11,4851.23
2007-09-12,4841.53
2007-09-13,4865.360000000001
2007-09-14,4869.92
2007-09-17,4834.12
2007-09-18,4978.07
2007-09-19,5012.91
2007-09-20,4982.8
2007-09-21,5010.079999999999
2007-09-24,4991.4800000000005
2007-09-25,5003.66
2007-09-26,5033.570000000001
2007-09-27,5054.9800000000005
2007-09-28,5033.7
2007-10-01,5112.7699999999995
2007-10-02,5125.71
2007-10-03,5095.169999999999
2007-10-04,5105.5599999999995
2007-10-05,5182.79
2007-10-08,5180.09
2007-10-09,5214.78
2007-10-10,5219.27
2007-10-11,5161.59
2007-10-12,5208.65
2007-10-15,5158.12
2007-10-16,5125.79
2007-10-17,5158.8
2007-10-18,5164.419999999999
2007-10-19,5024.58
2007-10-22,5070.34
2007-10-23,5137.38
2007-10-24,5101.490000000001
2007-10-25,5071.37
2007-10-26,5160.860000000001
2007-10-29,5180.14
2007-10-30,5163.879999999999
2007-10-31,5236.52
2007-11-01,5098.450000000001
2007-11-02,5117.81
2007-11-05,5087.780000000001
2007-11-06,5147.219999999999
2007-11-07,5000.34
2007-11-08,4951.67
2007-11-09,4854.02
